ID,NOME,ANO_PESQUISA,INSTITUICAO_ENSINO_ALUNO,BOLSISTA,ANOS_PM,FASE,TURMA,PONTO_VIRADA,INDE,PEDRA,IAA,IEG,IPS,IDA,IPP,IPV,IAN,NIVEL_IDEAL,DEFASAGEM
342,ALUNO-342,2020,Rede Decisão/União,1,4,2,B,Não,8.134,Ametista,9.0,9.2,5.625,8.0,5.312,8.5,10.0,,
343,ALUNO-343,2020,Escola Pública,0,0,3,J,Sim,7.583,Ametista,7.5,8.1,7.5,8.0,8.125,9.0,2.5,,
344,ALUNO-344,2020,Escola Pública,0,1,6,A,Não,4.349,Quartzo,0.0,3.8,5.0,0.0,6.719,7.083,10.0,,
345,ALUNO-345,2020,Escola Pública,0,1,0,F,Não,8.5,Topázio,8.5,10.0,7.5,10.0,7.5,5.75,10.0,,
346,ALUNO-346,2020,Escola Pública,0,1,1,A,Não,8.419,Ametista,9.0,8.0,7.5,9.5,7.188,7.75,10.0,,
348,ALUNO-348,2020,Escola Pública,0,1,0,D,Não,7.792,Ametista,9.5,10.0,6.25,9.5,2.5,7.833,5.0,,
349,ALUNO-349,2020,Escola Pública,0,0,0,C,Sim,9.2,Topázio,9.5,10.0,7.5,10.0,10.0,10.0,5.0,,
353,ALUNO-353,2020,Escola Pública,0,1,2,G,Não,7.166,Ágata,10.0,8.3,6.25,6.0,7.917,6.944,5.0,,
354,ALUNO-354,2020,Escola Pública,0,4,4,F,Não,4.656,Quartzo,9.167,3.4,4.375,0.0,7.969,6.625,5.0,,
355,ALUNO-355,2020,Escola Pública,0,1,1,N,Não,6.408,Ágata,7.5,8.1,5.0,4.0,7.708,7.333,5.0,,
359,ALUNO-359,2020,Escola Pública,0,1,2,F,Não,8.175,Ametista,8.5,9.3,7.5,7.0,7.708,7.722,10.0,,
361,ALUNO-361,2020,Escola Pública,0,1,1,F,Não,5.668,Quartzo,9.0,4.3,5.625,0.0,8.125,7.667,10.0,,
364,ALUNO-364,2020,Escola Pública,0,1,1,B,Não,7.813,Ametista,9.0,9.9,4.375,7.5,5.625,7.167,10.0,,
365,ALUNO-365,2020,Rede Decisão/União,1,3,5,G,Sim,8.396,Ametista,9.583,9.6,5.0,6.667,8.594,9.125,10.0,,
367,ALUNO-367,2020,Escola Pública,0,4,3,F,Não,8.326,Ametista,9.167,9.4,7.5,6.667,8.125,8.167,10.0,,
368,ALUNO-368,2020,UNISA,1,1,8,A,Não se Aplica,8.695,Ametista,8.75,10.0,7.5,8.3,0.0,0.0,10.0,,
370,ALUNO-370,2020,Escola Pública,0,1,3,G,Sim,8.613,Topázio,8.75,9.9,7.5,6.5,8.75,9.167,10.0,,
371,ALUNO-371,2020,Rede Decisão/União,1,3,7,B,Não,7.38,Ametista,7.917,7.8,5.0,7.333,5.781,7.417,10.0,,
372,ALUNO-372,2020,Escola Pública,0,3,2,E,Não,6.817,Ágata,9.0,8.0,5.0,6.0,7.5,6.833,5.0,,
373,ALUNO-373,2020,Escola Pública,0,3,3,M,Não,6.217,Ágata,8.75,5.0,5.625,5.667,8.125,6.667,5.0,,
375,ALUNO-375,2020,Rede Decisão/União,1,4,2,B,Sim,9.335,Topázio,9.0,9.5,7.5,9.5,9.688,9.583,10.0,,
377,ALUNO-377,2020,Rede Decisão/União,1,3,3,G,Não,7.412,Ametista,9.583,6.7,4.375,6.0,8.542,8.111,10.0,,
378,ALUNO-378,2020,Rede Decisão/União,1,4,5,G,Não,7.969,Ametista,7.917,9.7,3.75,7.0,8.125,8.25,10.0,,
379,ALUNO-379,2020,Escola Pública,0,2,3,H,Não,5.682,Quartzo,10.0,6.6,5.0,4.167,5.625,4.833,5.0,,
380,ALUNO-380,2020,FIAP,1,4,8,A,Não se Aplica,5.395,Quartzo,0.0,0.0,4.375,8.8,0.0,0.0,10.0,,
381,ALUNO-381,2020,Escola Pública,0,1,0,D,Não,6.443,Ágata,9.5,9.8,2.5,8.5,2.5,4.167,5.0,,
382,ALUNO-382,2020,FIAP,1,1,8,A,Não se Aplica,8.848,Ametista,8.333,10.0,6.875,9.1,0.0,0.0,10.0,,
383,ALUNO-383,2020,Escola Pública,0,1,0,E,Não,7.919,Ametista,9.5,10.0,6.875,7.5,7.812,7.5,5.0,,
385,ALUNO-385,2020,Escola Pública,0,0,3,R,Não,7.338,Ametista,8.75,8.6,7.5,6.0,7.708,7.611,5.0,,
387,ALUNO-387,2020,Escola Pública,0,2,2,R,Não,6.289,Ágata,9.0,5.6,4.375,6.0,6.875,7.222,5.0,,
388,ALUNO-388,2020,Escola Pública,0,2,2,C,Não,7.042,Ágata,8.0,8.8,7.5,5.5,6.875,7.222,5.0,,
389,ALUNO-389,2020,Escola Pública,0,0,5,A,Sim,8.404,Ametista,8.333,9.0,7.5,9.333,8.542,9.0,5.0,,
390,ALUNO-390,2020,Escola Pública,0,1,5,A,Não,7.425,Ametista,8.333,5.3,7.5,7.667,7.708,7.389,10.0,,
393,ALUNO-393,2020,Escola Pública,0,3,2,F,Não,7.213,Ágata,9.0,7.5,6.875,4.25,7.083,7.833,10.0,,
394,ALUNO-394,2020,Rede Decisão/União,1,4,4,F,Não,5.935,Quartzo,7.5,5.3,5.0,6.333,6.25,6.167,5.0,,
396,ALUNO-396,2020,Escola Pública,0,1,4,A,Não,7.455,Ametista,7.5,9.1,7.5,8.0,8.125,6.111,5.0,,
397,ALUNO-397,2020,Rede Decisão/União,1,4,3,B,Não,7.688,Ametista,9.167,9.5,4.375,6.667,7.5,6.75,10.0,,
399,ALUNO-399,2020,Escola Pública,0,0,2,P,Não,4.234,Quartzo,0.0,4.6,6.875,0.0,7.708,6.778,5.0,,
400,ALUNO-400,2020,Escola Pública,0,1,1,C,Não,4.864,Quartzo,9.0,4.3,3.75,0.0,7.292,7.5,5.0,,
401,ALUNO-401,2020,Escola Pública,0,1,3,L,Não,8.41,Ametista,9.583,9.9,7.5,6.167,7.969,8.458,10.0,,
404,ALUNO-404,2020,Rede Decisão/União,1,4,3,L,Não,8.319,Ametista,10.0,9.9,4.375,6.667,8.594,8.542,10.0,,
406,ALUNO-406,2020,Escola Pública,0,2,1,D,Não,7.979,Ametista,9.0,8.8,7.5,9.5,7.188,7.25,5.0,,
407,ALUNO-407,2020,Rede Decisão/União,1,2,3,L,Sim,8.289,Ametista,5.833,9.9,5.0,7.667,8.594,9.167,10.0,,
408,ALUNO-408,2020,Escola Pública,0,0,0,C,Não,9.317,Topázio,9.0,10.0,10.0,10.0,7.5,8.333,10.0,,
414,ALUNO-414,2020,Escola Pública,0,1,2,P,Não,5.774,Quartzo,6.917,8.0,7.5,0.0,8.542,6.889,5.0,,
416,ALUNO-416,2020,Escola Pública,0,2,2,G,Não,7.78,Ametista,9.0,9.7,6.25,7.0,7.708,8.222,5.0,,
421,ALUNO-421,2020,Escola Pública,0,2,3,A,Não,7.137,Ágata,9.583,5.9,7.5,7.667,7.656,7.25,5.0,,
424,ALUNO-424,2020,Escola Pública,0,3,1,G,Não,7.912,Ametista,9.0,8.8,7.5,9.0,7.188,7.417,5.0,,
425,ALUNO-425,2020,Escola Pública,0,1,3,H,Não,7.132,Ágata,8.75,6.2,7.5,7.333,6.667,5.667,10.0,,
426,ALUNO-426,2020,Escola Pública,0,0,1,K,Não,6.646,Ágata,8.0,6.5,7.5,5.0,7.292,7.833,5.0,,
431,ALUNO-431,2020,Escola Pública,0,0,0,F,Não,6.814,Ágata,9.5,9.8,6.875,8.5,2.5,3.833,5.0,,
435,ALUNO-435,2020,Escola Pública,0,0,4,B,Não,7.313,Ametista,7.5,8.8,7.5,5.333,8.75,8.056,5.0,,
437,ALUNO-437,2020,Escola Pública,0,2,1,C,Não,7.808,Ametista,10.0,8.5,7.5,5.5,7.917,7.333,10.0,,
439,ALUNO-439,2020,Escola Pública,0,2,4,L,Não,4.931,Quartzo,9.583,3.6,7.5,0.0,7.917,6.056,5.0,,
441,ALUNO-441,2020,Escola Pública,0,1,2,J,Não,7.599,Ametista,9.5,7.4,6.25,8.5,5.0,6.722,10.0,,
442,ALUNO-442,2020,Escola Pública,0,0,0,F,Não,8.217,Ametista,8.5,10.0,7.5,9.5,7.5,7.333,5.0,,
443,ALUNO-443,2020,Escola Pública,0,1,2,P,Não,7.671,Ametista,8.5,9.7,7.5,6.0,8.75,7.778,5.0,,
445,ALUNO-445,2020,Escola Pública,0,0,1,M,Não,6.662,Ágata,9.0,6.3,7.5,4.75,7.188,7.917,5.0,,
447,ALUNO-447,2020,Escola Pública,0,1,0,G,Não,7.0,Ágata,8.5,10.0,5.0,9.5,2.5,5.0,5.0,,
448,ALUNO-448,2020,Escola Pública,0,1,2,R,Não,7.511,Ametista,9.5,8.9,9.375,1.5,8.542,8.444,10.0,,
449,ALUNO-449,2020,Escola Pública,0,1,1,N,Não,8.746,Topázio,9.5,9.2,7.5,10.0,7.5,7.278,10.0,,
450,ALUNO-450,2020,Escola Pública,0,1,4,E,Não,6.957,Ágata,7.917,6.4,7.5,6.667,8.438,7.292,5.0,,
451,ALUNO-451,2020,Escola Pública,0,2,1,E,Não,7.322,Ametista,9.0,8.0,6.25,4.5,7.083,7.944,10.0,,
453,ALUNO-453,2020,Escola Pública,0,1,1,G,Não,5.683,Quartzo,8.5,6.1,7.5,0.0,8.125,7.75,5.0,,
455,ALUNO-455,2020,Escola Pública,0,1,2,F,Sim,8.586,Topázio,9.5,9.3,7.5,7.0,7.708,9.278,10.0,,
457,ALUNO-457,2020,Escola Pública,0,0,1,J,Não,5.912,Quartzo,8.0,7.1,5.625,0.0,5.625,7.833,10.0,,
458,ALUNO-458,2020,Escola Pública,0,0,1,C,Não,5.536,Quartzo,8.5,6.2,7.5,0.0,7.292,7.333,5.0,,
459,ALUNO-459,2020,Escola Pública,0,1,5,L,Não,5.938,Quartzo,6.667,6.9,3.125,3.667,8.125,7.667,5.0,,
460,ALUNO-460,2020,Escola Pública,0,4,5,G,Sim,8.114,Ametista,9.583,9.0,4.375,6.333,8.594,8.958,10.0,,
462,ALUNO-462,2020,Escola Pública,0,0,5,B,Não,7.248,Ágata,7.917,8.2,7.5,6.0,8.333,7.667,5.0,,
463,ALUNO-463,2020,Rede Decisão/União,1,3,3,L,Não,8.291,Ametista,8.75,9.7,5.0,8.0,8.594,7.583,10.0,,
464,ALUNO-464,2020,Escola Pública,0,0,4,B,Não,6.841,Ágata,9.583,8.4,7.5,0.0,8.75,7.889,10.0,,
466,ALUNO-466,2020,Escola Pública,0,3,6,A,Não,5.782,Quartzo,0.0,6.5,6.25,5.167,7.656,7.792,5.0,,
467,ALUNO-467,2020,Escola Pública,0,1,2,M,Não,6.623,Ágata,9.5,7.5,6.875,3.75,7.188,7.583,5.0,,
468,ALUNO-468,2020,Escola Pública,0,2,1,N,Não,7.426,Ametista,9.5,7.5,5.0,9.0,6.875,7.444,5.0,,
469,ALUNO-469,2020,Rede Decisão/União,1,4,3,A,Não,8.347,Ametista,8.75,9.1,6.875,8.0,7.812,7.917,10.0,,
472,ALUNO-472,2020,Escola Pública,0,0,1,K,Não,8.223,Ametista,9.0,8.9,7.5,9.5,7.708,8.111,5.0,,
473,ALUNO-473,2020,Escola Pública,0,2,1,E,Não,7.809,Ametista,9.5,7.7,6.875,10.0,6.875,7.222,5.0,,
474,ALUNO-474,2020,Escola Pública,0,1,1,H,Não,8.034,Ametista,9.5,8.3,7.5,9.5,7.292,7.722,5.0,,
476,ALUNO-476,2020,Escola Pública,0,1,7,B,Não,8.101,Ametista,8.333,9.1,6.25,7.167,7.812,8.042,10.0,,
477,ALUNO-477,2020,Escola Pública,0,1,2,L,Não,5.791,Quartzo,9.0,5.9,5.0,2.75,7.5,7.056,5.0,,
478,ALUNO-478,2020,Escola Pública,0,0,2,G,Não,6.578,Ágata,9.5,9.3,7.5,2.0,7.292,6.944,5.0,,
482,ALUNO-482,2020,Escola Pública,0,4,2,E,Não,8.342,Ametista,10.0,9.6,7.5,8.0,9.167,8.278,5.0,,
483,ALUNO-483,2020,Rede Decisão/União,1,2,2,E,Não,8.374,Ametista,9.5,9.6,5.0,8.0,7.708,8.167,10.0,,
484,ALUNO-484,2020,FIAP,1,4,8,A,Não se Aplica,5.703,Quartzo,9.583,0.0,3.125,7.8,0.0,0.0,10.0,,
486,ALUNO-486,2020,Escola Pública,0,1,2,B,Não,5.863,Quartzo,9.0,9.0,5.0,0.5,5.625,7.5,5.0,,
487,ALUNO-487,2020,Escola Pública,0,1,0,G,Não,8.781,Topázio,9.5,10.0,7.5,10.0,7.812,6.5,10.0,,
488,ALUNO-488,2020,Escola Pública,0,1,3,R,Não,6.512,Ágata,10.0,4.2,6.875,5.667,7.292,5.611,10.0,,
490,ALUNO-490,2020,Rede Decisão/União,1,4,3,B,Não,8.003,Ametista,9.583,8.5,6.875,8.667,7.656,8.292,5.0,,
491,ALUNO-491,2020,Escola Pública,0,1,1,F,Não,6.662,Ágata,8.5,2.3,7.5,10.0,7.188,6.917,5.0,,
492,ALUNO-492,2020,Escola Pública,0,2,7,A,Não,7.602,Ametista,6.667,8.1,7.5,5.833,7.656,8.167,10.0,,
495,ALUNO-495,2020,FIAP,1,1,8,A,Não se Aplica,8.652,Ametista,7.917,10.0,7.5,8.4,0.0,0.0,10.0,,
496,ALUNO-496,2020,Rede Decisão/União,1,2,3,B,Não,8.689,Topázio,10.0,9.5,7.5,7.667,7.969,8.542,10.0,,
499,ALUNO-499,2020,Rede Decisão/União,1,3,1,B,Não,8.309,Ametista,9.5,8.7,10.0,9.0,7.188,8.0,5.0,,
500,ALUNO-500,2020,Escola Pública,0,1,6,A,Não,7.772,Ametista,9.167,8.5,7.5,4.833,7.969,8.208,10.0,,
502,ALUNO-502,2020,Escola Pública,0,2,4,L,Não,8.179,Ametista,8.75,8.5,7.5,6.667,8.542,8.333,10.0,,
503,ALUNO-503,2020,Escola Pública,0,0,0,B,Não,7.233,Ágata,9.0,10.0,7.5,5.75,2.5,5.917,10.0,,
506,ALUNO-506,2020,Escola Pública,0,0,0,A,Não,8.783,Topázio,8.5,10.0,7.5,10.0,7.5,7.167,10.0,,
507,ALUNO-507,2020,Escola Pública,0,4,3,E,Não,8.009,Ametista,9.583,8.8,5.0,7.667,8.125,7.222,10.0,,
509,ALUNO-509,2020,Escola Pública,0,2,7,A,Sim,8.216,Ametista,7.917,9.5,7.5,6.333,7.656,8.708,10.0,,
512,ALUNO-512,2020,Escola Pública,0,1,3,C,Sim,8.303,Ametista,8.75,10.0,4.375,8.333,9.792,9.222,5.0,,
513,ALUNO-513,2020,Escola Pública,0,0,1,G,Não,8.734,Topázio,7.417,9.4,7.5,10.0,8.125,7.75,10.0,,
515,ALUNO-515,2020,Escola Pública,0,1,5,G,Não,7.521,Ametista,6.667,9.1,6.875,6.333,7.969,6.417,10.0,,
517,ALUNO-517,2020,Escola Pública,0,0,5,B,Não,6.953,Ágata,9.167,3.1,7.5,6.333,8.333,7.833,10.0,,
518,ALUNO-518,2020,Rede Decisão/União,1,1,6,A,Não,8.32,Ametista,8.75,9.2,7.5,7.333,7.969,7.958,10.0,,
520,ALUNO-520,2020,Escola Pública,0,2,2,N,Sim,8.173,Ametista,7.417,9.6,6.25,6.0,8.75,9.056,10.0,,
521,ALUNO-521,2020,Escola Pública,0,2,1,E,Não,8.647,Topázio,8.5,8.5,10.0,10.0,8.75,8.611,5.0,,
522,ALUNO-522,2020,Escola Pública,0,2,1,A,Não,7.495,Ametista,8.5,9.3,7.5,6.5,7.188,7.583,5.0,,
524,ALUNO-524,2020,Escola Pública,0,0,0,F,Não,8.363,Ametista,9.0,10.0,7.5,9.5,8.125,7.5,5.0,,
527,ALUNO-527,2020,Rede Decisão/União,1,3,5,F,Sim,7.903,Ametista,9.167,8.5,6.875,6.667,8.906,9.375,5.0,,
530,ALUNO-530,2020,Escola Pública,0,0,1,M,Não,5.045,Quartzo,9.0,3.3,7.5,0.0,7.188,7.583,5.0,,
531,ALUNO-531,2020,Escola Pública,0,1,4,A,Sim,7.579,Ametista,8.333,9.8,7.5,5.0,7.917,8.722,5.0,,
533,ALUNO-533,2020,Escola Pública,0,1,2,C,Não,5.636,Quartzo,9.5,6.7,6.875,0.0,7.917,6.833,5.0,,
534,ALUNO-534,2020,Escola Pública,0,1,0,H,Não,8.306,Ametista,9.0,10.0,6.25,10.0,7.812,7.5,5.0,,
535,ALUNO-535,2020,Escola Pública,0,1,1,M,Não,6.958,Ágata,9.0,8.5,5.625,7.5,5.625,7.417,2.5,,
540,ALUNO-540,2020,Escola Pública,0,2,1,G,Não,7.483,Ametista,8.5,8.1,7.5,7.0,8.125,7.75,5.0,,
541,ALUNO-541,2020,Escola Pública,0,1,3,F,Sim,9.098,Topázio,9.167,9.9,6.875,9.667,7.917,8.944,10.0,,
544,ALUNO-544,2020,Escola Pública,0,1,2,R,Não,6.706,Ágata,9.5,7.6,3.75,5.5,7.5,7.556,5.0,,
545,ALUNO-545,2020,Escola Pública,0,0,1,J,Não,6.743,Ágata,8.5,6.9,7.5,5.0,7.292,7.667,5.0,,
546,ALUNO-546,2020,Escola Pública,0,2,5,L,Não,4.929,Quartzo,8.333,5.4,3.125,4.667,5.417,4.889,2.5,,
547,ALUNO-547,2020,Escola Pública,0,2,4,L,Não,7.276,Ágata,8.333,6.6,5.0,6.0,8.333,7.944,10.0,,
549,ALUNO-549,2020,Escola Pública,0,3,3,M,Não,4.583,Quartzo,7.5,1.7,4.375,0.0,7.969,6.292,10.0,,
552,ALUNO-552,2020,Escola Pública,0,1,2,P,Não,5.73,Quartzo,0.0,8.7,6.875,3.0,7.917,7.056,5.0,,
555,ALUNO-555,2020,Escola Pública,0,1,1,J,Não,7.817,Ametista,8.5,9.5,7.5,7.5,7.5,7.833,5.0,,
557,ALUNO-557,2020,Escola Pública,0,2,2,M,Não,7.702,Ametista,9.5,8.5,6.25,7.5,8.438,7.917,5.0,,
559,ALUNO-559,2020,Escola Pública,0,1,2,H,Não,5.866,Quartzo,8.5,4.3,7.5,4.0,6.562,7.25,5.0,,
560,ALUNO-560,2020,Escola Pública,0,1,1,N,Não,6.856,Ágata,8.917,5.3,7.5,7.5,6.875,7.333,5.0,,
561,ALUNO-561,2020,Escola Pública,0,1,3,F,Não,6.012,Quartzo,7.5,5.5,7.5,1.167,8.125,6.833,10.0,,
562,ALUNO-562,2020,Escola Pública,0,1,2,L,Não,8.357,Ametista,8.0,9.7,7.5,6.25,9.167,8.5,10.0,,
564,ALUNO-564,2020,Escola Pública,0,1,3,A,Não,7.289,Ametista,9.583,4.0,5.0,9.0,7.969,7.167,10.0,,
568,ALUNO-568,2020,Escola Pública,0,3,3,F,Não,7.725,Ametista,8.333,9.7,7.5,7.333,8.125,7.111,5.0,,
569,ALUNO-569,2020,Escola Pública,0,0,0,B,Sim,9.233,Topázio,9.5,10.0,7.5,10.0,7.5,8.917,10.0,,
570,ALUNO-570,2020,Escola Pública,0,1,1,R,Não,7.682,Ametista,9.0,6.3,7.5,10.0,7.5,7.611,5.0,,
574,ALUNO-574,2020,Escola Pública,0,1,5,G,Não,7.638,Ametista,9.583,8.4,6.875,7.667,8.125,7.333,5.0,,
577,ALUNO-577,2020,Escola Pública,0,1,1,K,Não,5.296,Quartzo,7.5,5.0,7.5,0.0,7.292,7.833,5.0,,
579,ALUNO-579,2020,Escola Pública,0,3,2,H,Sim,7.842,Ametista,9.0,8.5,6.25,6.5,5.0,9.083,10.0,,
581,ALUNO-581,2020,Escola Pública,0,2,4,B,Não,4.741,Quartzo,8.75,1.9,7.5,0.0,7.917,7.222,5.0,,
583,ALUNO-583,2020,Escola Pública,0,1,4,E,Não,7.424,Ametista,7.083,6.2,6.875,7.667,7.969,7.292,10.0,,
585,ALUNO-585,2020,Escola Pública,0,2,1,E,Não,6.519,Ágata,9.0,8.0,4.375,6.0,5.208,8.056,2.5,,
586,ALUNO-586,2020,Escola Pública,0,0,1,K,Não,7.983,Ametista,8.5,8.1,7.5,10.0,7.292,7.667,5.0,,
588,ALUNO-588,2020,Escola Pública,0,1,0,E,Não,8.665,Topázio,10.0,10.0,7.5,7.5,7.812,8.167,10.0,,
589,ALUNO-589,2020,Escola Pública,0,1,1,J,Não,7.393,Ametista,8.417,8.3,7.5,8.0,5.417,7.5,5.0,,
594,ALUNO-594,2020,Escola Pública,0,0,1,K,Não,7.966,Ametista,9.0,8.8,6.875,9.0,7.292,7.944,5.0,,
597,ALUNO-597,2020,Escola Pública,0,1,7,B,Não,5.839,Quartzo,6.25,3.7,5.625,5.5,5.781,6.167,10.0,,
598,ALUNO-598,2020,Escola Pública,0,1,4,E,Não,6.027,Quartzo,9.583,7.0,7.5,1.667,7.188,6.833,5.0,,
599,ALUNO-599,2020,UNISA,1,1,8,A,Não se Aplica,6.567,Ágata,7.917,0.0,6.875,8.5,0.0,0.0,10.0,,
601,ALUNO-601,2020,Escola Pública,0,1,6,B,Não,5.284,Quartzo,0.0,5.1,6.875,2.667,7.344,6.542,10.0,,
602,ALUNO-602,2020,Escola Pública,0,1,0,D,Não,6.199,Ágata,3.5,9.4,4.375,8.0,7.812,3.25,5.0,,
603,ALUNO-603,2020,Escola Pública,0,2,1,R,Não,6.069,Quartzo,6.333,8.1,5.0,3.0,6.042,8.056,5.0,,
604,ALUNO-604,2020,Rede Decisão/União,1,2,7,B,Não,8.47,Ametista,8.75,9.7,7.5,7.333,7.969,8.208,10.0,,
605,ALUNO-605,2020,Escola Pública,0,3,2,E,Não,7.342,Ametista,9.0,7.1,7.5,8.0,7.5,7.111,5.0,,
606,ALUNO-606,2020,Escola Pública,0,2,5,F,Não,7.556,Ametista,9.167,9.6,6.25,6.667,7.031,7.792,5.0,,
608,ALUNO-608,2020,Escola Pública,0,3,4,A,Não,7.581,Ametista,7.917,6.3,6.875,7.0,8.75,7.833,10.0,,
609,ALUNO-609,2020,UNISA,1,0,8,A,Não se Aplica,6.57,Ágata,8.75,0.0,6.875,8.3,0.0,0.0,10.0,,
611,ALUNO-611,2020,Rede Decisão/União,1,4,7,A,Não,7.457,Ametista,9.167,8.5,5.625,5.667,7.031,7.208,10.0,,
613,ALUNO-613,2020,Escola Pública,0,2,1,J,Não,6.561,Ágata,9.5,8.4,5.0,4.0,5.417,7.944,5.0,,
614,ALUNO-614,2020,Escola Pública,0,2,6,B,Não,5.504,Quartzo,0.0,3.0,6.875,5.333,7.5,7.0,10.0,,
615,ALUNO-615,2020,Escola Pública,0,1,0,B,Sim,9.617,Topázio,9.0,10.0,7.5,10.0,10.0,9.833,10.0,,
616,ALUNO-616,2020,Escola Pública,0,1,7,B,Não,7.748,Ametista,10.0,8.7,7.5,6.0,8.75,8.417,5.0,,
618,ALUNO-618,2020,Escola Pública,0,3,2,G,Não,4.515,Quartzo,9.5,4.0,4.375,0.0,6.667,7.056,2.5,,
619,ALUNO-619,2020,Escola Pública,0,1,2,N,Não,7.741,Ametista,9.0,9.7,7.5,4.5,7.292,7.611,10.0,,
622,ALUNO-622,2020,Escola Pública,0,2,3,H,Não,6.487,Ágata,10.0,4.2,7.5,5.333,7.083,5.611,10.0,,
624,ALUNO-624,2020,Escola Pública,0,1,3,H,Não,5.227,Quartzo,7.5,3.4,2.5,6.667,6.25,5.444,5.0,,
625,ALUNO-625,2020,Escola Pública,0,1,1,F,Não,5.785,Quartzo,8.5,7.3,6.25,0.0,7.5,8.0,5.0,,
626,ALUNO-626,2020,Escola Pública,0,3,3,M,Não,7.049,Ágata,7.917,6.0,7.5,5.667,7.656,7.042,10.0,,
629,ALUNO-629,2020,FIAP,1,2,8,A,Não se Aplica,7.017,Ágata,9.167,0.0,7.5,9.0,0.0,0.0,10.0,,
630,ALUNO-630,2020,FIAP,1,2,8,A,Não se Aplica,6.89,Ágata,8.75,0.0,6.875,9.1,0.0,0.0,10.0,,
631,ALUNO-631,2020,Escola Pública,0,2,2,R,Não,6.278,Ágata,9.5,8.5,3.125,3.5,6.042,7.556,5.0,,
634,ALUNO-634,2020,Escola João Paulo II,1,2,1,D,Não,6.147,Ágata,6.917,7.1,4.375,7.5,2.812,6.583,5.0,,
635,ALUNO-635,2020,Escola Pública,0,3,5,G,Não,6.005,Quartzo,6.25,6.7,4.375,4.333,7.188,5.083,10.0,,
636,ALUNO-636,2020,Escola Pública,0,1,5,A,Não,5.708,Quartzo,7.083,3.7,7.5,6.0,6.875,5.611,5.0,,
638,ALUNO-638,2020,Escola Pública,0,1,1,G,Não,6.907,Ágata,9.0,9.2,5.0,8.5,2.5,6.083,5.0,,
639,ALUNO-639,2020,Escola Pública,0,1,2,F,Não,6.068,Quartzo,7.917,5.7,7.5,1.5,7.083,6.889,10.0,,
640,ALUNO-640,2020,Escola Pública,0,1,7,B,Não,7.159,Ágata,8.333,8.0,7.5,4.667,8.594,8.417,5.0,,
642,ALUNO-642,2020,Escola Pública,0,1,1,N,Não,8.004,Ametista,7.5,6.7,7.5,10.0,7.083,7.278,10.0,,
644,ALUNO-644,2020,Escola Pública,0,2,1,B,Sim,8.626,Topázio,9.5,8.6,8.75,10.0,7.812,9.0,5.0,,
645,ALUNO-645,2020,Escola Pública,0,0,0,A,Não,8.6,Topázio,9.0,10.0,7.5,9.5,7.5,6.5,10.0,,
646,ALUNO-646,2020,Escola Pública,0,1,2,D,Não,7.811,Ametista,8.0,8.4,7.5,8.5,5.312,6.75,10.0,,
647,ALUNO-647,2020,Escola Pública,0,2,1,R,Não,7.201,Ágata,8.5,8.2,5.0,7.5,6.667,7.722,5.0,,
648,ALUNO-648,2020,Escola Pública,0,1,3,H,Não,6.569,Ágata,7.917,6.2,7.5,5.0,6.875,5.5,10.0,,
655,ALUNO-655,2020,Escola Pública,0,0,1,R,Não,8.47,Ametista,8.5,9.4,7.5,9.0,6.458,7.722,10.0,,
657,ALUNO-657,2020,Escola Pública,0,1,2,P,Não,8.777,Topázio,9.0,9.6,7.5,8.5,8.958,8.056,10.0,,
659,ALUNO-659,2020,Escola Pública,0,1,3,B,Não,5.833,Quartzo,7.917,5.7,7.5,0.0,7.344,7.083,10.0,,
661,ALUNO-661,2020,Rede Decisão/União,1,3,7,B,Não,8.262,Ametista,9.167,9.1,7.5,7.0,7.5,8.125,10.0,,
663,ALUNO-663,2020,Escola Pública,0,2,1,D,Não,7.377,Ametista,9.0,8.5,6.25,9.0,4.688,6.917,5.0,,
664,ALUNO-664,2020,Rede Decisão/União,1,1,4,A,Sim,9.219,Topázio,9.583,10.0,10.0,9.333,9.167,9.889,5.0,,
666,ALUNO-666,2020,Escola Pública,0,2,7,A,Não,3.831,Quartzo,5.833,0.4,7.5,0.0,4.844,4.667,10.0,,
668,ALUNO-668,2020,Escola Pública,0,0,1,K,Não,7.728,Ametista,9.0,7.1,7.5,9.0,7.917,7.833,5.0,,
670,ALUNO-670,2020,Escola Pública,0,0,5,A,Sim,8.196,Ametista,8.75,7.5,9.375,8.0,9.167,9.333,5.0,,
671,ALUNO-671,2020,Escola Pública,0,2,1,E,Não,7.561,Ametista,8.5,6.0,7.5,10.0,7.5,7.556,5.0,,
672,ALUNO-672,2020,Escola Pública,0,2,1,M,Não,7.71,Ametista,9.0,9.6,6.25,4.5,7.812,7.917,10.0,,
676,ALUNO-676,2020,Escola Pública,0,2,5,A,Não,3.926,Quartzo,4.583,1.9,3.75,0.0,8.125,7.0,5.0,,
677,ALUNO-677,2020,Escola Pública,0,1,1,A,Não,7.755,Ametista,9.5,9.1,6.25,9.0,3.438,8.583,5.0,,
678,ALUNO-678,2020,Escola Pública,0,1,2,F,Não,4.722,Quartzo,0.0,4.5,7.5,0.0,7.5,6.611,10.0,,
680,ALUNO-680,2020,Escola Pública,0,1,7,B,Não,7.079,Ágata,7.5,7.6,5.625,6.5,6.719,6.375,10.0,,
