NOME,INSTITUICAO_ENSINO_ALUNO_2021,FASE_2021,TURMA_2021,PONTO_VIRADA_2021,SINALIZADOR_INGRESSANTE_2021,INDE_2021,PEDRA_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,IPV_2021,IAN_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021
ALUNO-1264,Escola Pública,2,E,Não,Veterano,6.254,Ágata,8.0,4.2,8.1,3.1,7.3,7.3,10.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-1266,Escola Pública,3,R,Não,Ingressante,4.817,Quartzo,10.0,3.3,5.6,1.8,6.9,2.8,10.0,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1268,Escola Pública,1,A,Não,Ingressante,6.978,Ametista,8.0,7.5,7.5,5.0,7.5,8.4,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1275,Escola Pública,1,G,Sim,Veterano,8.468,Topázio,9.5,9.6,7.5,7.8,8.3,9.8,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1278,Escola Pública,0,P,Não,Veterano,5.671,Ágata,8.0,4.2,7.5,4.6,6.3,6.2,5.0,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-1279,Escola Pública,5,L,Não,Ingressante,4.729,Quartzo,8.3,1.9,0.0,3.8,7.3,5.1,10.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),0
ALUNO-1285,Escola Pública,1,J,Sim,Veterano,8.407,Topázio,9.0,10.0,7.5,5.9,7.7,9.1,10.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 1 (4o ano),0
ALUNO-1286,Escola Pública,0,K,Não,Ingressante,8.015,Ametista,10.0,8.3,7.5,6.5,7.8,7.6,10.0,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1287,Escola Pública,0,J,Não,Veterano,7.546,Ametista,8.0,10.0,7.5,5.3,7.5,8.4,5.0,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-1288,Rede Decisão,7,A,Não,Veterano,6.787,Ágata,8.8,7.2,5.6,5.8,6.7,5.4,10.0,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),0
ALUNO-1289,Escola Pública,2,L,Não,Veterano,6.86,Ágata,8.5,7.9,7.5,4.8,7.9,7.1,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1292,Rede Decisão,3,A,Não,Veterano,8.614,Topázio,9.6,9.7,7.5,6.7,8.8,8.7,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1296,Escola Pública,1,G,Não,Veterano,6.844,Ágata,9.5,8.8,7.5,3.5,7.5,7.2,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1298,Escola Pública,0,O,Não,Veterano,7.521,Ametista,10.0,8.3,7.5,6.4,7.5,7.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-1299,Rede Decisão,7,A,Não,Veterano,7.936,Ametista,7.1,8.3,7.5,7.2,8.3,7.8,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 7 (3o EM),0
ALUNO-1300,Escola Pública,1,J,Não,Ingressante,7.297,Ametista,9.0,8.8,7.5,5.3,7.9,7.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1301,Escola Pública,3,D,Não,Ingressante,7.983,Ametista,9.6,7.5,7.5,6.0,8.3,8.7,10.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1302,Escola Pública,1,R,Não,Veterano,3.827,Quartzo,0.0,3.3,7.5,0.6,7.2,5.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2
ALUNO-1307,Escola Pública,2,B,Não,Ingressante,6.917,Ametista,7.0,6.7,7.5,4.8,7.5,7.2,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-1308,Escola Pública,3,D,Não,Ingressante,4.892,Quartzo,7.1,3.3,2.5,2.3,7.5,7.8,5.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-1310,Escola Pública,3,A,Não,Ingressante,6.625,Ágata,9.2,5.3,7.5,3.5,7.5,7.2,10.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1315,Rede Decisão,2,B,Não,Veterano,5.075,Quartzo,8.9,3.8,4.4,4.3,5.0,5.7,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1319,Escola Pública,2,R,Não,Veterano,7.572,Ametista,6.4,8.3,5.0,6.3,8.1,8.4,10.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-1323,Escola Pública,2,N,Não,Veterano,7.518,Ametista,8.0,8.8,5.6,5.1,7.9,7.9,10.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-1324,Escola Pública,2,J,Não,Veterano,7.186,Ametista,8.5,8.8,7.5,3.4,7.5,7.1,10.0,Alocado em Fase anterior,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-1326,Escola Pública,2,K,Não,Veterano,4.396,Quartzo,9.0,3.8,5.6,1.3,6.9,3.7,5.0,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-2
ALUNO-1330,Escola Pública,4,E,Não,Veterano,7.117,Ametista,8.8,8.3,7.5,5.5,7.5,7.3,5.0,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),-1
ALUNO-1332,Escola Pública,0,R,Sim,Ingressante,8.775,Topázio,10.0,10.0,7.5,6.6,7.5,9.8,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1334,Escola Pública,0,T,Sim,Ingressante,8.821,Topázio,8.5,10.0,7.5,7.4,8.1,9.7,10.0,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1335,Rede Decisão,2,G,Não,Ingressante,4.831,Quartzo,0.0,3.8,7.5,3.4,6.7,4.9,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-1338,Escola Pública,2,C,Não,Veterano,6.511,Ágata,7.9,2.1,7.5,5.2,7.7,8.7,10.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-1343,Escola Pública,2,K,Não,Veterano,3.996,Quartzo,10.0,1.3,5.6,1.3,6.9,3.7,5.0,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1344,Escola Pública,2,R,Não,Veterano,5.664,Ágata,9.5,5.8,5.6,2.0,8.1,7.6,2.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-3
ALUNO-1345,Escola Pública,0,L,Não,Ingressante,6.606,Ágata,9.0,6.7,7.5,4.9,7.2,7.1,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-1348,Rede Decisão,3,J,Não,Veterano,7.422,Ametista,7.5,8.6,6.3,6.9,7.5,8.5,5.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1
