NOME,INSTITUICAO_ENSINO_ALUNO_2021,FASE_2021,TURMA_2021,PONTO_VIRADA_2021,SINALIZADOR_INGRESSANTE_2021,INDE_2021,PEDRA_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,IPV_2021,IAN_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021
ALUNO-848,Escola Pública,2,M,Não,Veterano,6.85,Ágata,8.5,7.9,7.5,4.9,8.1,6.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-849,Escola Pública,2,R,Não,Veterano,7.444,Ametista,7.5,8.3,8.1,4.6,7.9,7.6,10.0,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-850,Rede Decisão,3,B,Sim,Veterano,8.151,Ametista,9.2,7.5,7.5,6.6,8.1,9.3,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-851,Escola Pública,1,G,Sim,Veterano,7.713,Ametista,9.5,9.6,7.5,4.8,8.1,9.2,5.0,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-855,Escola Pública,2,L,Não,Veterano,6.243,Ágata,8.0,7.1,7.5,2.8,7.9,7.1,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-2
ALUNO-858,Escola Pública,2,A,Sim,Veterano,8.586,Topázio,9.5,10.0,7.5,6.2,7.7,9.4,10.0,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-860,Escola Pública,3,C,Não,Veterano,7.069,Ametista,8.8,5.0,7.5,7.2,8.3,8.4,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 5 (1o EM),-2
ALUNO-861,Escola Pública,3,J,Não,Veterano,7.724,Ametista,9.2,8.3,7.5,7.7,7.7,7.9,5.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 5 (1o EM),-2
ALUNO-862,Escola Pública,1,J,Sim,Veterano,7.99,Ametista,9.0,9.6,7.5,6.5,8.1,9.1,5.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-865,Escola Pública,0,T,Sim,Ingressante,8.396,Topázio,9.5,10.0,7.5,7.3,8.1,9.7,5.0,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-866,Rede Decisão,1,A,Sim,Veterano,8.846,Topázio,8.5,10.0,7.5,8.4,7.7,9.0,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0
ALUNO-867,Escola Pública,1,E,Não,Ingressante,4.088,Quartzo,0.0,2.1,8.1,1.7,6.9,6.7,5.0,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2
ALUNO-868,Escola Pública,0,Q,Não,Ingressante,8.081,Ametista,9.0,8.3,7.5,7.0,7.8,7.9,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-871,Escola Pública,0,P,Não,Ingressante,6.258,Ágata,8.5,6.7,7.5,2.9,7.5,7.5,5.0,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-872,Rede Decisão,3,L,Não,Veterano,4.451,Quartzo,6.7,2.2,5.0,2.9,5.2,3.7,10.0,Alocado em Fase anterior,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-873,Escola Pública,1,J,Não,Veterano,5.864,Ágata,10.0,5.8,7.5,1.5,7.9,6.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2
ALUNO-874,Rede Decisão,5,L,Não,Veterano,6.192,Ágata,7.1,6.7,6.9,2.7,7.2,6.1,10.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),0
ALUNO-875,Escola Pública,0,O,Não,Ingressante,8.069,Ametista,8.0,10.0,7.5,7.1,8.4,8.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-877,Escola Pública,2,M,Não,Veterano,6.379,Ágata,7.4,7.5,7.5,1.9,8.1,8.5,5.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-878,Escola Pública,0,J,Não,Ingressante,7.083,Ametista,9.0,6.7,7.5,6.7,5.6,8.5,5.0,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-884,Escola Pública,5,B,Não,Ingressante,4.511,Quartzo,7.9,3.9,0.0,2.1,7.5,6.4,5.0,Promovido de Fase,Alocado em Fase anterior,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 7 (3o EM),-2
ALUNO-885,Escola Pública,1,J,Não,Ingressante,7.772,Ametista,10.0,8.3,7.5,3.9,8.1,8.8,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0
ALUNO-886,Escola Pública,0,Q,Não,Veterano,8.544,Topázio,9.5,10.0,7.5,7.1,7.8,8.3,10.0,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-889,Escola Pública,2,D,Não,Veterano,7.933,Ametista,8.5,8.3,7.5,8.3,7.5,8.8,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-890,Escola Pública,3,R,Não,Veterano,6.058,Ágata,10.0,5.3,7.5,2.3,7.2,5.4,10.0,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-892,Escola Pública,1,G,Não,Veterano,7.411,Ametista,7.0,9.6,5.6,6.9,8.3,7.6,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-2
ALUNO-897,Escola Pública,3,M,Não,Veterano,5.135,Quartzo,7.9,3.3,6.9,4.3,6.7,4.8,5.0,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-899,Escola Pública,2,D,Sim,Veterano,8.092,Ametista,8.0,7.1,7.5,7.9,7.5,9.0,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-900,Escola Pública,3,D,Não,Ingressante,5.835,Ágata,7.9,5.6,7.5,5.4,7.3,4.4,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-902,Escola Pública,0,I,Não,Veterano,7.273,Ametista,8.5,10.0,7.5,5.4,7.8,6.6,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-903,Rede Decisão,1,M,Sim,Ingressante,9.069,Topázio,9.0,10.0,7.5,8.3,8.1,9.7,10.0,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Nível 1 (4o ano),0
ALUNO-904,Escola Pública,4,A,Não,Veterano,7.144,Ametista,9.2,5.6,7.5,5.9,7.5,7.2,10.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Nível 4 (9o ano),0
ALUNO-905,Escola Pública,0,M,Não,Ingressante,6.133,Ágata,9.5,5.8,7.5,3.5,7.5,6.6,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-906,Rede Decisão,5,A,Sim,Veterano,8.632,Topázio,9.6,9.2,7.5,6.8,7.7,9.9,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 5 (1o EM),0
ALUNO-907,Escola Pública,2,P,Não,Veterano,5.364,Quartzo,0.0,3.8,7.5,3.1,7.3,7.6,10.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-909,Escola Pública,2,H,Não,Veterano,6.082,Ágata,9.5,5.4,7.5,3.1,7.3,7.2,5.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-910,Escola Pública,6,C,Não,Veterano,6.772,Ágata,8.8,7.8,7.5,5.0,7.5,6.7,5.0,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-1
ALUNO-911,Escola Pública,4,A,Não,Veterano,6.239,Ágata,6.7,6.9,5.0,5.1,7.5,7.0,5.0,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 6 (2o EM),-2
ALUNO-914,Escola Pública,2,C,Não,Ingressante,5.061,Quartzo,0.0,2.9,7.5,4.6,7.7,7.7,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-916,Rede Decisão,4,G,Sim,Veterano,8.866,Topázio,8.3,9.7,7.5,7.8,9.2,9.3,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 4 (9o ano),0
ALUNO-919,Escola Pública,6,A,Não,Veterano,6.517,Ágata,7.5,3.9,7.5,5.5,7.8,6.8,10.0,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),0
ALUNO-922,Escola Pública,2,E,Não,Veterano,7.475,Ametista,8.5,6.7,6.3,5.6,8.5,8.5,10.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-923,Escola Pública,0,M,Não,Veterano,5.91,Ágata,8.0,8.3,5.0,3.9,6.6,5.0,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-926,Escola Pública,2,I,Não,Veterano,7.219,Ametista,9.0,7.9,5.0,6.9,7.5,8.1,5.0,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-927,Escola Pública,1,J,Não,Veterano,7.247,Ametista,7.4,8.8,7.5,4.7,8.1,8.8,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-930,Rede Decisão,5,A,Sim,Veterano,8.355,Topázio,10.0,8.3,7.5,9.0,8.0,9.3,5.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),-1
ALUNO-931,Escola Pública,1,G,Não,Veterano,7.757,Ametista,8.5,9.6,6.9,6.6,8.3,8.2,5.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-932,Escola Pública,3,B,Não,Veterano,7.289,Ametista,10.0,5.8,7.5,6.4,7.1,6.9,10.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-937,Escola Pública,2,G,Não,Ingressante,8.581,Topázio,10.0,8.3,7.5,8.3,8.1,8.4,10.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-938,Rede Decisão,3,G,Não,Veterano,6.883,Ágata,8.8,7.5,6.3,6.0,7.9,7.0,5.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1
ALUNO-939,Escola Pública,3,D,Não,Ingressante,6.469,Ágata,9.2,5.0,4.4,7.4,9.1,6.2,5.0,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-940,Escola Pública,1,C,Não,Veterano,6.557,Ágata,8.5,8.3,7.5,2.9,7.9,7.1,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-944,Escola Pública,3,F,Não,Veterano,4.625,Quartzo,9.2,4.7,5.6,1.3,7.3,3.6,5.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-2
ALUNO-945,Escola Pública,3,D,Não,Ingressante,7.747,Ametista,8.8,6.4,7.5,9.0,8.3,8.6,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não avaliado,Nível 5 (1o EM),-2
ALUNO-946,Escola Pública,3,M,Não,Ingressante,7.542,Ametista,7.9,6.1,7.5,7.1,7.5,8.1,10.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-947,Escola Pública,1,F,Não,Ingressante,7.31,Ametista,8.5,8.8,7.5,5.1,8.1,8.1,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-948,Escola Pública,3,C,Não,Veterano,6.908,Ametista,8.3,6.4,7.5,6.2,7.5,7.8,5.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-951,Rede Decisão,6,A,Não,Veterano,7.233,Ametista,8.3,7.2,7.5,7.0,8.0,7.6,5.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-1
ALUNO-956,Escola Pública,0,P,Não,Ingressante,7.604,Ametista,9.0,7.5,7.5,5.9,7.5,7.6,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-957,Rede Decisão,2,N,Não,Veterano,7.44,Ametista,7.5,7.5,7.5,5.3,8.1,7.9,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-958,Rede Decisão,4,G,Não,Ingressante,7.494,Ametista,7.1,8.1,6.9,7.6,8.1,8.3,5.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),-2
ALUNO-959,Escola Pública,1,N,Sim,Ingressante,8.064,Ametista,9.0,10.0,7.5,6.1,8.1,9.4,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-961,Rede Decisão,2,N,Não,Veterano,7.261,Ametista,9.5,7.5,6.3,4.2,7.7,7.9,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-963,Escola Pública,1,G,Não,Ingressante,7.885,Ametista,7.0,9.6,7.5,7.3,8.1,8.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-964,Escola Pública,2,G,Não,Ingressante,6.029,Ágata,0.0,5.4,7.5,6.3,8.3,8.0,5.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-965,Escola Pública,3,C,Não,Veterano,7.239,Ametista,8.8,6.1,7.5,5.0,7.5,8.2,10.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-966,Escola Pública,0,K,Não,Ingressante,3.3,Quartzo,8.0,0.0,7.5,0.0,2.5,5.0,5.0,Não avaliado,Alocado em Fase anterior,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-969,Escola Pública,0,J,Sim,Ingressante,8.596,Topázio,9.5,10.0,7.5,7.7,8.8,9.9,5.0,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-972,Escola Pública,0,R,Sim,Ingressante,8.254,Topázio,9.5,10.0,7.5,6.6,8.1,9.6,5.0,Promovido de Fase,Promovido de Fase + Bolsa,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-973,Escola Pública,1,N,Não,Veterano,5.933,Ágata,6.3,7.9,6.3,2.7,6.9,6.8,5.0,Alocado em Fase anterior,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-977,Escola Pública,1,B,Não,Ingressante,6.249,Ágata,9.0,7.1,7.5,5.4,5.8,5.1,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-983,Rede Decisão,3,L,Sim,Veterano,8.296,Topázio,7.9,7.5,7.5,7.2,8.5,9.8,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),1
ALUNO-984,Escola Pública,1,G,Não,Veterano,4.081,Quartzo,9.5,0.4,7.5,1.1,7.2,4.3,5.0,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-986,Escola Pública,4,F,Não,Veterano,6.427,Ágata,8.8,6.4,1.9,6.3,8.3,7.5,5.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1
ALUNO-987,Escola Pública,0,L,Não,Ingressante,7.965,Ametista,9.0,8.3,7.5,6.1,7.2,8.6,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-989,Escola Pública,2,P,Não,Veterano,5.207,Quartzo,0.0,3.3,7.5,5.8,7.5,6.9,5.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-991,Escola Pública,2,N,Não,Veterano,7.107,Ametista,9.0,5.4,7.5,5.2,7.9,7.7,10.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-993,Rede Decisão,5,F,Não,Veterano,6.05,Ágata,5.4,3.6,5.0,6.6,7.0,6.3,10.0,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),0
ALUNO-994,Escola Pública,2,H,Não,Veterano,7.604,Ametista,9.5,7.5,7.5,7.4,7.5,8.3,5.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-995,Escola Pública,1,F,Não,Veterano,5.751,Ágata,8.0,5.8,7.5,0.9,7.7,7.9,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-996,Rede Decisão,2,G,Não,Veterano,6.892,Ametista,9.0,5.8,7.5,5.6,7.3,6.2,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-997,Rede Decisão,2,A,Sim,Veterano,8.767,Topázio,8.5,10.0,5.0,8.6,7.9,9.5,10.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-999,Rede Decisão,3,G,Não,Veterano,6.858,Ágata,7.9,6.1,4.4,6.4,6.9,7.2,10.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1001,Escola Pública,0,K,Sim,Ingressante,8.931,Topázio,9.5,10.0,7.5,6.9,8.4,10.0,10.0,Mantido na Fase + Bolsa,Mantido na Fase + Bolsa,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1002,Escola Pública,3,J,Não,Veterano,7.693,Ametista,8.8,8.3,7.5,7.5,7.7,8.1,5.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 5 (1o EM),-2
ALUNO-1004,Escola Pública,0,I,Não,Veterano,7.506,Ametista,10.0,10.0,6.9,6.4,7.8,6.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-1007,Escola Pública,2,P,Não,Veterano,3.752,Quartzo,0.0,1.7,7.5,0.8,7.2,6.5,5.0,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1009,Escola Pública,0,S,Não,Ingressante,7.4,Ametista,7.0,10.0,7.5,6.3,2.5,7.2,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1010,Escola Pública,1,B,Não,Veterano,7.449,Ametista,8.0,10.0,7.5,5.2,7.5,8.1,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1013,Escola Pública,2,M,Não,Ingressante,7.292,Ametista,9.0,7.9,7.5,6.1,8.1,7.7,5.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1014,Escola Pública,1,N,Não,Veterano,7.636,Ametista,9.0,8.3,7.5,6.3,8.1,8.7,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1015,Rede Decisão,3,J,Sim,Veterano,8.475,Topázio,9.6,8.9,7.5,6.9,7.9,9.1,10.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1016,Escola Pública,2,H,Não,Veterano,4.946,Quartzo,9.0,0.8,7.5,1.1,7.5,8.3,5.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1017,Rede Decisão,3,J,Sim,Veterano,7.844,Ametista,8.8,7.2,7.5,5.8,7.9,9.2,10.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),1
ALUNO-1022,Escola Pública,1,F,Não,Veterano,7.219,Ametista,9.0,9.2,7.5,1.9,7.7,7.9,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0
ALUNO-1023,Escola Pública,0,O,Sim,Ingressante,7.896,Ametista,9.0,10.0,7.5,5.8,7.5,9.2,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-1026,Escola Pública,3,B,Não,Ingressante,7.008,Ametista,9.6,6.1,7.5,5.6,7.1,6.2,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1027,Rede Decisão,6,C,Não,Veterano,5.672,Ágata,7.5,3.9,0.0,6.8,7.1,5.4,10.0,Mantido na Fase atual,Promovido de Fase,Não avaliado,Promovido de Fase,Nível 6 (2o EM),0
ALUNO-1028,Escola Pública,2,D,Não,Veterano,6.917,Ametista,8.4,5.4,7.5,7.1,7.5,7.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1029,Escola Pública,2,P,Sim,Veterano,8.782,Topázio,9.0,7.9,7.5,8.4,9.2,9.7,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-1031,Escola Pública,1,B,Sim,Veterano,8.863,Topázio,9.5,10.0,7.5,8.1,7.5,9.0,10.0,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0
ALUNO-1032,Escola Pública,1,R,Não,Ingressante,7.451,Ametista,10.0,8.3,7.5,5.1,8.5,8.3,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2
ALUNO-1034,Escola Pública,2,M,Sim,Veterano,7.679,Ametista,8.0,9.2,7.5,5.8,8.3,9.0,5.0,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1035,Escola Pública,1,C,Sim,Veterano,7.718,Ametista,9.5,7.9,6.9,6.0,8.8,9.6,5.0,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1038,Escola Pública,4,F,Não,Ingressante,6.619,Ágata,8.3,6.1,0.0,6.5,8.0,7.3,10.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Nível 4 (9o ano),0
ALUNO-1043,Escola Pública,0,M,Não,Ingressante,8.367,Topázio,9.5,10.0,7.5,6.8,7.5,7.8,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1044,Escola Pública,0,L,Não,Ingressante,8.25,Topázio,9.0,10.0,7.5,5.5,7.5,8.8,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1049,Escola Pública,1,R,Não,Ingressante,7.457,Ametista,7.9,8.8,7.5,6.0,8.5,8.1,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1050,Escola Pública,0,R,Sim,Ingressante,8.788,Topázio,10.0,10.0,7.5,6.9,7.5,9.5,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1051,Escola Pública,3,F,Não,Veterano,3.599,Quartzo,0.0,1.7,7.5,1.3,6.9,2.9,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1055,Escola Pública,3,F,Não,Ingressante,6.421,Ágata,7.5,4.7,5.0,4.7,7.7,7.6,10.0,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1057,Escola Pública,3,L,Sim,Ingressante,7.494,Ametista,8.3,5.6,7.5,5.8,8.3,9.0,10.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1063,Escola Pública,0,S,Não,Ingressante,4.9,Quartzo,9.5,0.0,7.5,2.3,7.5,7.5,5.0,Não avaliado,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
