NOME,ANO_INGRESSO_2022,BOLSISTA_2022,FASE_2022,TURMA_2022,PONTO_VIRADA_2022,INDE_2022,PEDRA_2022,CG_2022,CF_2022,CT_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,IPV_2022,IAN_2022,NOTA_PORT_2022,NOTA_MAT_2022,NOTA_ING_2022,QTD_AVAL_2022,REC_AVA_1_2022,REC_AVA_2_2022,REC_AVA_3_2022,REC_AVA_4_2022,NIVEL_IDEAL_2022,INDICADO_BOLSA_2022
ALUNO-99,2022,False,7,D,Não,7.783,Ametista,207,3,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75,10.0,7.5,7.25,7.5,7.292,5.0,8.0,6.5,0.0,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,Mantido na Fase atual,Fase 8 (Universitários),True
ALUNO-100,2018,False,2,K,Não,6.042,Ágata,720,132,10,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.475,5.0,1.667,6.25,7.444,5.0,1.167,2.167,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 4 (9º ano),False
ALUNO-101,2022,False,3,M,Não,7.478,Ametista,324,36,1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.083,7.854,6.25,6.622,7.656,7.417,10.0,6.333,5.333,8.2,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 3 (7º e 8º ano),True
ALUNO-102,2020,False,1,P,Não,7.476,Ametista,325,84,5,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.333,8.942,7.5,7.667,6.042,7.833,5.0,6.833,8.5,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-103,2020,False,1,F,Não,7.106,Ametista,454,116,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,8.903,5.625,6.0,5.625,7.75,5.0,6.333,5.667,0.0,2,Mantido na Fase atual,Promovido de Fase,,,Fase 2 (5º e 6º ano),False
ALUNO-104,2021,False,0,B,Sim,8.358,Topázio,52,13,1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.393,7.5,7.25,5.625,8.583,10.0,7.667,6.833,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-107,2022,False,0,C,Não,6.011,Ágata,728,180,3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.917,4.952,7.5,4.0,5.625,8.083,5.0,8.0,0.0,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),False
ALUNO-108,2022,False,0,O,Não,7.642,Ametista,256,72,4,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,8.566,7.5,8.417,5.625,7.667,5.0,8.833,8.0,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-110,2022,False,0,H,Não,7.426,Ametista,345,101,4,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,6.591,8.125,5.5,5.625,8.167,10.0,5.3,5.7,0.0,2,Promovido de Fase,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-113,2019,False,3,M,Não,6.409,Ágata,659,86,7,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.167,6.254,5.625,5.167,5.625,5.417,10.0,5.5,4.833,0.0,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Fase 3 (7º e 8º ano),False
ALUNO-114,2022,False,0,K,Não,7.484,Ametista,318,94,7,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,7.748,7.5,8.767,5.312,7.25,5.0,9.467,8.067,0.0,2,Promovido de Fase,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-116,2022,False,2,B,Não,7.914,Ametista,163,22,3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.333,7.5,5.75,6.25,7.611,10.0,7.5,4.0,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-118,2019,False,1,H,Sim,8.334,Topázio,57,10,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,8.389,7.5,9.417,6.562,9.333,5.0,10.0,8.833,0.0,2,Promovido de Fase + Bolsa,Promovido de Fase,,,Fase 2 (5º e 6º ano),True
ALUNO-119,2022,False,3,K,Não,8.231,Topázio,76,13,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.167,8.635,6.25,8.889,7.344,7.25,10.0,8.667,9.5,8.5,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 3 (7º e 8º ano),False
ALUNO-121,2022,False,2,M,Não,6.245,Ágata,696,128,11,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.0,8.467,7.5,2.5,6.458,6.778,5.0,3.0,2.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-122,2022,False,1,L,Não,8.265,Topázio,67,14,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,10.0,7.5,8.0,6.042,7.056,10.0,6.5,9.5,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 1 (4º ano),False
ALUNO-123,2022,False,2,A,Sim,7.619,Ametista,265,42,6,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,6.818,7.5,6.0,6.667,8.444,10.0,6.0,6.0,0.0,3,Mantido na Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),True
ALUNO-124,2021,False,1,A,Não,7.21,Ametista,424,109,9,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.034,7.5,5.167,5.417,6.889,10.0,5.667,4.667,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 1 (4º ano),False
ALUNO-126,2021,False,0,Q,Não,7.217,Ametista,421,126,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,8.468,7.5,7.333,4.062,7.5,5.0,8.167,6.5,0.0,2,Promovido de Fase,Promovido de Fase,,,Fase 2 (5º e 6º ano),False
ALUNO-127,2021,False,1,A,Não,6.866,Ágata,532,134,10,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.0,7.933,7.5,5.5,5.625,6.833,5.0,4.333,6.667,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-128,2019,False,0,O,Não,7.004,Ágata,485,137,11,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,9.459,5.625,6.083,5.0,7.167,5.0,6.333,5.833,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),False
ALUNO-129,2021,False,2,I,Não,7.203,Ametista,428,62,3,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,6.794,5.625,8.083,6.875,7.889,5.0,8.667,7.5,0.0,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,,Fase 3 (7º e 8º ano),True
ALUNO-130,2022,False,0,C,Não,8.26,Topázio,72,19,1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,7.489,8.125,9.267,5.625,7.917,10.0,8.967,9.567,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-131,2022,False,3,A,Não,7.424,Ametista,347,40,9,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.917,8.75,4.375,6.75,7.031,6.958,10.0,6.0,7.5,0.0,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Fase 3 (7º e 8º ano),False
ALUNO-133,2019,False,1,G,Não,7.292,Ametista,396,104,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.0,9.117,6.875,7.167,5.312,7.583,5.0,5.667,8.667,0.0,2,Mantido na Fase atual,Promovido de Fase,,,Fase 3 (7º e 8º ano),False
ALUNO-134,2022,False,3,I,Não,7.087,Ametista,460,57,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.0,9.153,5.625,5.75,7.188,6.625,5.0,6.0,5.5,0.0,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Fase 5 (1º EM),False
ALUNO-135,2019,False,1,A,Não,5.263,Quartzo,805,185,13,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,4.751,5.0,2.417,5.625,6.833,5.0,2.0,2.833,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-138,2022,False,0,Z,Sim,8.453,Topázio,41,9,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.552,7.5,9.65,5.625,9.0,5.0,9.7,9.6,0.0,2,Promovido de Fase,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-140,2022,False,0,J,Não,6.952,Ágata,505,145,9,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,7.219,5.625,7.25,5.625,7.417,5.0,8.0,6.5,0.0,2,Promovido de Fase,Promovido de Fase,,,Fase 2 (5º e 6º ano),False
ALUNO-141,2022,False,3,N,Não,7.339,Ametista,378,43,5,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.583,8.068,7.5,5.167,7.5,6.167,10.0,6.0,4.5,5.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-142,2022,False,3,F,Sim,8.084,Topázio,121,19,6,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,8.99,7.5,7.778,7.969,8.417,5.0,6.833,7.667,8.833,4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Fase 4 (9º ano),True
ALUNO-143,2021,False,3,F,Não,6.331,Ágata,674,91,12,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75,6.444,5.0,5.111,7.031,7.208,5.0,4.333,6.5,4.5,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 4 (9º ano),False
ALUNO-144,2022,False,4,H,Não,7.947,Ametista,156,15,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.333,9.157,7.5,7.889,8.125,8.208,5.0,6.333,7.333,10.0,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 5 (1º EM),True
ALUNO-148,2022,False,1,P,Não,7.619,Ametista,267,69,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.352,7.5,6.5,6.042,8.222,5.0,8.0,5.0,0.0,3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-150,2022,False,2,A,Sim,8.22,Topázio,80,9,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.718,5.0,9.0,6.875,8.944,5.0,8.667,9.333,0.0,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,,Fase 3 (7º e 8º ano),True
ALUNO-151,2019,True,3,K,Não,8.226,Topázio,79,14,3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.333,8.436,6.875,7.9,8.125,8.125,10.0,8.0,7.167,8.533,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase + Bolsa,Fase 3 (7º e 8º ano),False
ALUNO-152,2019,True,4,A,Não,7.618,Ametista,268,22,7,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75,7.807,5.0,7.644,7.031,7.25,10.0,7.0,7.833,8.1,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 3 (7º e 8º ano),False
ALUNO-153,2017,True,5,F,Sim,9.105,Topázio,3,3,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.097,8.125,8.7,8.75,9.292,10.0,9.333,8.333,8.433,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Fase 5 (1º EM),False
ALUNO-154,2019,False,1,N,Não,4.934,Quartzo,828,190,10,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.5,3.797,7.5,3.75,6.25,6.0,5.0,4.833,2.667,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-156,2018,True,4,L,Não,7.535,Ametista,297,25,5,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.917,8.16,5.0,6.6,7.5,7.708,10.0,3.333,7.667,8.8,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 4 (9º ano),False
ALUNO-158,2018,False,4,F,Não,5.624,Quartzo,772,69,14,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.333,4.748,5.0,4.111,7.188,6.5,5.0,3.667,5.167,3.5,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 6 (2º EM),False
ALUNO-159,2021,False,0,J,Sim,7.485,Ametista,316,92,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,8.966,5.625,7.25,5.625,8.583,5.0,7.833,6.667,0.0,2,Promovido de Fase,Promovido de Fase,,,Fase 2 (5º e 6º ano),False
ALUNO-164,2019,False,2,B,Não,6.837,Ágata,544,84,10,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.5,7.304,7.5,5.75,6.042,7.611,5.0,5.333,6.167,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-165,2019,False,1,R,Sim,8.181,Topázio,90,20,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.5,9.848,8.125,8.417,6.875,8.389,5.0,8.833,8.0,0.0,3,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),True
ALUNO-166,2022,False,1,F,Não,6.641,Ágata,612,147,7,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.04,4.375,4.75,5.625,7.167,5.0,2.5,7.0,0.0,2,Mantido na Fase atual,Promovido de Fase,,,Fase 2 (5º e 6º ano),False
ALUNO-167,2021,False,2,A,Não,6.986,Ágata,491,72,7,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,8.825,7.5,2.75,6.042,7.333,10.0,2.333,3.167,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-168,2019,False,2,Q,Não,6.434,Ágata,654,117,9,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,6.003,6.25,6.133,6.042,6.889,5.0,3.1,9.167,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Fase 3 (7º e 8º ano),False
ALUNO-169,2020,False,0,G,Não,7.285,Ametista,398,116,5,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,8.946,5.0,6.917,5.625,8.0,5.0,7.0,6.833,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),False
ALUNO-170,2022,False,1,N,Não,7.524,Ametista,300,79,4,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,8.959,7.5,8.25,6.042,7.389,5.0,9.333,7.167,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-171,2021,False,4,A,Não,7.305,Ametista,387,31,8,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.917,8.256,7.5,7.633,7.188,6.833,5.0,7.167,6.5,9.233,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 5 (1º EM),True
ALUNO-172,2022,False,1,B,Não,6.407,Ágata,661,159,13,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.417,8.32,5.0,5.75,5.625,6.944,5.0,6.333,5.167,0.0,3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-175,2022,False,4,H,Não,7.541,Ametista,293,24,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.333,7.676,7.5,6.111,7.5,7.25,10.0,5.833,4.833,7.667,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 4 (9º ano),False
ALUNO-176,2017,False,3,G,Não,5.097,Quartzo,816,125,10,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.667,7.391,5.0,2.889,5.156,4.292,5.0,2.333,4.167,2.167,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Fase 4 (9º ano),False
ALUNO-177,2021,False,0,R,Não,8.279,Topázio,65,16,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.964,7.5,8.783,5.625,7.333,10.0,8.667,8.9,0.0,2,Promovido de Fase,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-178,2022,False,0,O,Não,7.205,Ametista,426,127,9,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,9.548,7.5,3.417,5.625,7.25,10.0,4.167,2.667,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-179,2022,False,2,M,Não,7.683,Ametista,238,38,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.833,8.699,7.5,9.5,6.875,7.111,5.0,10.0,9.0,0.0,3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-180,2022,False,0,G,Não,6.04,Ágata,721,178,11,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,7.917,6.25,3.5,5.312,6.0,5.0,4.0,3.0,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
