NOME,INSTITUICAO_ENSINO_ALUNO_2020,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_2020,TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
ALUNO-1019,Escola Pública,17,0,5,A,Não,6.253,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.25,6.5,7.5,4.333,8.333,6.889,5.0
ALUNO-1020,FIAP,18,3,8,A,Não se Aplica,6.25,D,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,Não se Aplica,8.75,0.0,6.875,7.5,0.0,0.0,10.0
ALUNO-1021,Escola Pública,12,1,2,M,Não,6.783,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,7.8,6.875,4.5,7.188,7.583,5.0
ALUNO-1022,Escola Pública,8,0,0,F,Não,8.78,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.9,7.5,9.0,7.5,7.5,10.0
ALUNO-1024,Escola Pública,17,0,5,L,Não,3.762,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,2.2,3.125,0.0,7.708,4.944,5.0
ALUNO-1027,Rede Decisão/União,15,4,5,G,Sim,8.07,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,9.0,4.375,6.333,8.906,9.0,10.0
ALUNO-1028,Escola Pública,12,1,2,C,Não,7.734,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.1,7.5,7.5,7.917,7.111,5.0
ALUNO-1029,Escola Pública,10,1,1,D,Sim,8.353,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.7,7.5,9.0,8.125,9.0,5.0
ALUNO-1031,Escola Pública,8,0,0,B,Sim,9.167,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,10.0,7.5,10.0,7.5,8.833,10.0
ALUNO-1034,Escola Pública,11,1,2,N,Não,7.751,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.0,8.5,7.5,5.5,8.125,7.944,10.0
ALUNO-1035,Escola Pública,10,0,1,C,Não,8.263,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.4,7.5,10.0,7.5,7.167,5.0
ALUNO-1036,Escola Pública,12,0,1,E,Não,4.702,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.417,3.3,6.875,0.0,6.458,6.833,5.0
ALUNO-1041,Escola Pública,12,1,3,M,Não,7.794,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,5.4,7.5,8.667,7.969,7.792,10.0
ALUNO-1046,Escola Pública,14,2,3,R,Sim,7.993,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,9.3,7.5,7.667,8.333,8.833,5.0
ALUNO-1047,Escola Pública,13,2,4,L,Não,4.834,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,2.1,7.5,0.0,7.917,5.611,10.0
ALUNO-1051,Escola Pública,12,1,3,F,Não,6.254,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,2.8,7.5,3.667,7.5,7.722,10.0
ALUNO-1056,Escola Pública,16,1,3,L,Não,4.337,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,3.7,4.375,2.667,6.094,5.083,2.5
ALUNO-1061,Escola Pública,12,2,2,C,Não,7.94,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.5,6.875,9.0,7.917,7.556,5.0
ALUNO-1067,Escola Pública,9,2,0,D,Não,8.313,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,10.0,7.5,9.5,8.125,7.5,5.0
ALUNO-1070,Escola Pública,10,1,0,E,Não,7.633,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,10.0,7.5,9.5,5.0,5.667,5.0
ALUNO-1072,Escola Pública,12,0,3,C,Não,8.193,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,8.3,7.5,7.333,8.75,7.833,10.0
ALUNO-1075,Rede Decisão/União,14,4,4,A,Não,8.796,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,9.8,10.0,6.667,8.75,8.556,10.0
ALUNO-1077,Escola Pública,8,0,0,C,Não,8.254,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,10.0,7.5,7.5,6.875,6.833,10.0
ALUNO-1078,Escola Pública,11,1,1,J,Não,7.804,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.417,8.0,6.875,10.0,7.083,7.833,5.0
ALUNO-1079,Escola Pública,10,1,1,J,Não,6.603,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,6.7,7.5,4.25,7.292,7.667,5.0
ALUNO-1081,Escola Pública,16,3,5,G,Não,5.254,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.333,6.7,3.125,4.0,6.094,4.292,5.0
ALUNO-1084,Escola Pública,8,1,0,D,Não,8.308,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,10.0,4.375,9.0,6.875,7.417,10.0
ALUNO-1085,Escola Pública,14,1,3,M,Não,6.205,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.167,5.5,7.5,3.333,7.969,7.375,5.0
ALUNO-1087,Escola Pública,11,2,2,L,Não,7.635,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,8.6,7.5,6.0,7.708,7.222,10.0
ALUNO-1088,Escola Pública,17,2,5,L,Não,6.117,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75,4.8,7.5,2.667,8.542,8.222,5.0
ALUNO-1089,Escola Pública,10,1,0,B,Sim,8.9,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,10.0,7.5,8.5,10.0,10.0,5.0
ALUNO-1090,Escola Pública,10,2,1,N,Não,6.612,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.0,4.6,7.5,8.0,7.083,7.167,5.0
ALUNO-1092,Escola Pública,16,1,6,A,Não,5.31,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0.0,4.9,7.5,2.0,7.969,6.917,10.0
ALUNO-1093,Rede Decisão/União,16,4,5,B,Não,7.298,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.167,9.1,7.5,5.333,8.333,7.056,5.0
ALUNO-1094,Escola Pública,13,1,2,D,Não,8.041,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,9.3,7.5,8.5,7.812,7.75,5.0
ALUNO-1095,Escola Pública,7,1,0,B,Não,9.117,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,10.0,7.5,10.0,7.5,8.083,10.0
ALUNO-1097,Rede Decisão/União,12,3,3,B,Não,7.819,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,7.4,7.5,6.667,7.969,7.5,10.0
ALUNO-1100,FIAP,15,2,8,A,Não se Aplica,8.977,A,Topázio,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,Não se Aplica,9.167,10.0,7.5,8.9,0.0,0.0,10.0
ALUNO-1103,Escola Pública,13,4,2,H,Não,6.395,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.917,8.9,4.375,3.5,4.688,8.583,5.0
ALUNO-1105,Escola Pública,11,4,1,D,Não,7.649,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,9.4,7.5,7.5,7.188,7.75,5.0
ALUNO-1106,Escola Pública,10,1,0,E,Sim,7.734,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,9.9,4.375,9.5,2.5,8.833,5.0
ALUNO-1110,Escola Pública,10,1,1,A,Não,7.853,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,7.7,7.5,8.5,8.125,8.0,5.0
ALUNO-1112,Escola Pública,16,2,6,B,Não,6.81,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.917,5.8,6.25,4.5,7.5,7.917,10.0
ALUNO-1119,Escola Pública,8,1,1,A,Não,8.541,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,8.8,7.5,9.0,7.812,7.25,10.0
ALUNO-1123,Rede Decisão/União,15,1,3,J,Sim,8.266,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.333,8.7,6.875,8.333,9.167,9.611,5.0
ALUNO-1127,Escola Pública,12,2,2,B,Sim,7.357,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.0,8.2,7.5,6.5,5.0,9.333,5.0
ALUNO-1128,Rede Decisão/União,14,2,4,E,Sim,8.229,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,5.5,10.0,6.667,9.375,9.708,10.0
ALUNO-1129,Rede Decisão/União,10,1,2,F,Não,8.035,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.1,5.0,8.0,7.708,7.222,10.0
ALUNO-1130,Escola Pública,11,1,2,N,Não,8.789,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.7,6.875,9.0,8.333,7.889,10.0
ALUNO-1131,Escola Pública,13,1,3,B,Não,7.046,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,8.1,6.25,4.0,7.344,6.542,10.0
ALUNO-1132,Rede Decisão/União,17,1,6,C,Não,7.131,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,8.0,6.25,6.167,7.812,8.208,5.0
ALUNO-1133,Escola Pública,17,1,6,A,Não,5.431,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0.0,4.5,6.25,5.833,7.812,7.292,5.0
ALUNO-1134,Escola Pública,13,1,3,A,Não,7.179,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,6.7,7.5,4.833,7.969,6.833,10.0
ALUNO-1136,Escola Pública,14,1,4,E,Não,7.738,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,7.2,5.0,7.667,7.812,7.625,10.0
ALUNO-1137,UNISA,19,1,8,A,Não se Aplica,9.338,A,Topázio,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,Não se Aplica,9.583,10.0,7.5,9.7,0.0,0.0,10.0
ALUNO-1139,Escola Pública,12,1,2,C,Não,7.493,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.917,8.9,7.5,7.5,7.708,7.5,5.0
ALUNO-1141,Escola Pública,13,1,2,D,Não,6.981,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,7.0,7.5,6.0,7.812,7.5,5.0
ALUNO-1142,Escola Pública,17,3,6,A,Não,5.969,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,7.0,6.25,3.167,7.188,6.708,5.0
ALUNO-1145,Escola Pública,15,0,3,J,Não,6.226,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.167,6.1,6.875,4.667,8.125,5.778,5.0
ALUNO-1148,Escola Pública,16,2,4,F,Não,3.065,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.667,1.2,2.5,0.0,5.0,4.542,5.0
ALUNO-1149,Escola Pública,10,1,0,E,Não,7.029,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,10.0,5.625,9.0,2.5,4.833,5.0
ALUNO-1150,Escola Pública,9,2,1,H,Não,8.674,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,8.8,7.5,9.5,7.917,7.611,10.0
ALUNO-1156,Escola Pública,13,1,3,B,Não,8.281,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.333,9.0,7.5,8.667,7.812,6.917,10.0
ALUNO-1158,UNISA,18,1,8,A,Não se Aplica,8.818,B,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,Não se Aplica,9.583,10.0,7.5,8.4,0.0,0.0,10.0
ALUNO-1159,Escola Pública,15,1,3,F,Sim,8.552,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.167,9.9,6.875,9.333,8.125,8.944,5.0
ALUNO-1161,Escola Pública,14,2,3,L,Não,6.218,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,7.8,4.375,4.667,5.625,6.125,5.0
ALUNO-1165,Escola Pública,13,1,2,D,Não,8.08,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.0,9.9,7.5,9.0,7.5,7.5,5.0
ALUNO-1166,Escola Pública,13,3,2,E,Não,5.691,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,6.3,5.0,4.0,6.25,5.278,5.0
ALUNO-1167,Escola Pública,9,1,1,F,Não,7.628,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,8.7,6.25,4.5,8.125,8.0,10.0
ALUNO-1168,Escola Pública,11,0,1,M,Não,8.044,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.917,8.5,7.5,10.0,7.188,7.917,5.0
ALUNO-1170,Escola Pública,9,1,1,G,Não,8.179,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.0,8.3,7.5,9.0,7.188,7.25,10.0
ALUNO-1171,Escola Pública,12,1,3,C,Sim,8.925,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,9.5,6.25,8.333,8.75,9.5,10.0
ALUNO-1172,Escola Pública,10,2,1,D,Não,6.269,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,5.0,7.5,4.5,7.188,7.25,5.0
ALUNO-1173,Escola Pública,15,1,5,B,Não,4.421,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.917,2.0,3.75,0.0,6.875,5.833,10.0
ALUNO-1174,Escola Pública,15,1,5,F,Sim,7.391,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.083,7.0,6.875,5.0,8.281,8.833,10.0
ALUNO-1175,Escola Pública,10,0,1,K,Não,5.367,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,5.1,7.5,0.0,7.917,7.278,5.0
ALUNO-1176,Escola Pública,15,3,5,B,Não,8.233,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,8.0,8.75,6.333,9.167,8.5,10.0
ALUNO-1178,Escola Pública,13,1,2,M,Não,5.693,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.0,3.1,6.875,4.25,7.188,7.583,5.0
ALUNO-1181,Escola Pública,10,1,0,D,Não,7.746,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,10.0,5.625,10.0,2.5,7.667,5.0
ALUNO-1187,Escola Pública,13,1,2,G,Não,7.06,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.1,7.5,4.5,8.125,7.889,5.0
ALUNO-1188,Escola Pública,17,1,7,A,Não,5.461,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.917,1.0,7.5,4.333,7.031,5.75,10.0
ALUNO-1189,UNISA,19,1,8,A,Não se Aplica,9.218,A,Topázio,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,Não se Aplica,9.583,10.0,7.5,9.4,0.0,0.0,10.0
ALUNO-1190,Escola Pública,11,1,2,N,Não,8.101,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.5,9.6,6.875,8.0,6.875,6.778,10.0
ALUNO-1191,Rede Decisão/União,12,3,3,B,Não,6.828,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.917,9.5,4.375,3.333,7.656,6.333,10.0
